"","countyfips","statefip","year","population","anti_racial.max","anti_racial.sum","anti_racial.mean","racial_crime_diff","racial_crime_per_cap","racial_crime_per_1000"
"5532",75,21,2011,6813,0,0,0.333333333333333,-0.333333333333333,0,0
"5533",75,21,2012,6813,0,0,0.333333333333333,-0.333333333333333,0,0
"5534",75,26,2005,160248,1,1,0.303030303030303,0.696969696969697,6.2403274923868e-06,0.0062403274923868
"5535",75,26,2006,160248,1,1,0.303030303030303,0.696969696969697,6.2403274923868e-06,0.0062403274923868
"5536",75,26,2008,160248,1,1,0.303030303030303,0.696969696969697,6.2403274923868e-06,0.0062403274923868
"5537",75,26,2009,160248,1,1,0.303030303030303,0.696969696969697,6.2403274923868e-06,0.0062403274923868
"5538",75,26,2010,160248,1,3,0.303030303030303,2.6969696969697,1.87209824771604e-05,0.0187209824771604
"5539",75,26,2011,160248,1,4,0.303030303030303,3.6969696969697,2.49613099695472e-05,0.0249613099695472
"5540",75,26,2012,160248,1,3,0.303030303030303,2.6969696969697,1.87209824771604e-05,0.0187209824771604
"5541",75,26,2013,160248,0,0,0.303030303030303,-0.303030303030303,0,0
"5542",75,26,2014,160248,1,4,0.303030303030303,3.6969696969697,2.49613099695472e-05,0.0249613099695472
"5543",75,26,2015,160248,0,0,0.303030303030303,-0.303030303030303,0,0
"5544",75,26,2016,160248,1,2,0.303030303030303,1.6969696969697,1.24806549847736e-05,0.0124806549847736
"5545",75,36,2005,122109,1,1,0.384615384615385,0.615384615384615,8.18940454839529e-06,0.00818940454839529
"5546",75,36,2006,122109,1,1,0.384615384615385,0.615384615384615,8.18940454839529e-06,0.00818940454839529
"5547",75,36,2008,122109,0,0,0.384615384615385,-0.384615384615385,0,0
"5548",75,36,2009,122109,1,2,0.384615384615385,1.61538461538462,1.63788090967906e-05,0.0163788090967906
"5549",75,36,2010,122109,1,2,0.384615384615385,1.61538461538462,1.63788090967906e-05,0.0163788090967906
"5550",75,36,2011,122109,1,1,0.384615384615385,0.615384615384615,8.18940454839529e-06,0.00818940454839529
"5551",75,36,2012,122109,0,0,0.384615384615385,-0.384615384615385,0,0
"5552",75,36,2013,122109,0,0,0.384615384615385,-0.384615384615385,0,0
"5553",75,36,2014,122109,0,0,0.384615384615385,-0.384615384615385,0,0
"5554",75,36,2015,122109,1,1,0.384615384615385,0.615384615384615,8.18940454839529e-06,0.00818940454839529
"5555",75,36,2016,122109,1,2,0.384615384615385,1.61538461538462,1.63788090967906e-05,0.0163788090967906
"5556",75,39,2007,42366,1,1,0.333333333333333,0.666666666666667,2.36038332625218e-05,0.0236038332625218
"5557",75,39,2009,42366,0,0,0.333333333333333,-0.333333333333333,0,0
"5558",75,39,2011,42366,0,0,0.333333333333333,-0.333333333333333,0,0
"5559",75,40,2007,9446,1,1,1,0,0.000105864916366716,0.105864916366716
"5560",75,40,2014,9446,1,1,1,0,0.000105864916366716,0.105864916366716
"5561",75,40,2015,9446,1,1,1,0,0.000105864916366716,0.105864916366716
"5562",75,42,2005,133568,1,1,1,0,7.48682319118352e-06,0.00748682319118352
"5563",75,45,2005,92501,1,1,0.4375,0.5625,1.08106939384439e-05,0.0108106939384439
"5564",75,45,2006,92501,0,0,0.4375,-0.4375,0,0
"5565",75,45,2008,92501,1,1,0.4375,0.5625,1.08106939384439e-05,0.0108106939384439
"5566",75,45,2009,92501,1,1,0.4375,0.5625,1.08106939384439e-05,0.0108106939384439
"5567",75,45,2011,92501,1,1,0.4375,0.5625,1.08106939384439e-05,0.0108106939384439
"5568",75,45,2012,92501,0,0,0.4375,-0.4375,0,0
"5569",75,45,2013,92501,1,1,0.4375,0.5625,1.08106939384439e-05,0.0108106939384439
"5570",75,45,2014,92501,0,0,0.4375,-0.4375,0,0
"5571",75,45,2015,92501,1,2,0.4375,1.5625,2.16213878768878e-05,0.0216213878768878
"5572",75,47,2010,18787,1,2,0.75,1.25,0.00010645659232448,0.10645659232448
"5573",75,47,2011,18787,1,1,0.75,0.25,5.32282961622398e-05,0.0532282961622398
"5574",75,47,2012,18787,0,0,0.75,-0.75,0,0
"5575",75,51,2010,21717,1,1,0.666666666666667,0.333333333333333,4.60468757194824e-05,0.0460468757194824
"5576",75,51,2014,21717,1,1,0.666666666666667,0.333333333333333,4.60468757194824e-05,0.0460468757194824
"5577",75,51,2016,21717,0,0,0.666666666666667,-0.666666666666667,0,0
"5578",75,53,2005,44776,1,2,0.369565217391304,1.6304347826087,4.46667857780954e-05,0.0446667857780954
"5579",75,53,2006,44776,0,0,0.369565217391304,-0.369565217391304,0,0
"5580",75,53,2007,44776,1,3,0.369565217391304,2.6304347826087,6.70001786671431e-05,0.0670001786671431
"5581",75,53,2008,44776,1,2,0.369565217391304,1.6304347826087,4.46667857780954e-05,0.0446667857780954
"5582",75,53,2009,44776,1,1,0.369565217391304,0.630434782608696,2.23333928890477e-05,0.0223333928890477
"5583",75,53,2010,44776,1,1,0.369565217391304,0.630434782608696,2.23333928890477e-05,0.0223333928890477
"5584",75,53,2011,44776,1,1,0.369565217391304,0.630434782608696,2.23333928890477e-05,0.0223333928890477
"5585",75,53,2012,44776,0,0,0.369565217391304,-0.369565217391304,0,0
"5586",75,53,2013,44776,1,2,0.369565217391304,1.6304347826087,4.46667857780954e-05,0.0446667857780954
"5587",75,53,2014,44776,1,3,0.369565217391304,2.6304347826087,6.70001786671431e-05,0.0670001786671431
"5588",75,53,2015,44776,1,1,0.369565217391304,0.630434782608696,2.23333928890477e-05,0.0223333928890477
"5589",75,53,2016,44776,1,1,0.369565217391304,0.630434782608696,2.23333928890477e-05,0.0223333928890477
"5590",77,1,2013,92709,1,2,1,1,2.15728785770529e-05,0.0215728785770529
"5591",77,1,2016,92709,1,1,1,0,1.07864392885265e-05,0.0107864392885265
"5592",77,6,2005,685306,1,8,0.571428571428571,7.42857142857143,1.1673617332987e-05,0.011673617332987
"5593",77,6,2006,685306,1,6,0.571428571428571,5.42857142857143,8.75521299974026e-06,0.00875521299974026
"5594",77,6,2007,685306,1,10,0.571428571428571,9.42857142857143,1.45920216662338e-05,0.0145920216662338
"5595",77,6,2008,685306,1,8,0.571428571428571,7.42857142857143,1.1673617332987e-05,0.011673617332987
"5596",77,6,2009,685306,1,5,0.571428571428571,4.42857142857143,7.29601083311689e-06,0.00729601083311688
"5597",77,6,2010,685306,1,6,0.571428571428571,5.42857142857143,8.75521299974026e-06,0.00875521299974026
"5598",77,6,2011,685306,1,8,0.571428571428571,7.42857142857143,1.1673617332987e-05,0.011673617332987
"5599",77,6,2012,685306,1,5,0.571428571428571,4.42857142857143,7.29601083311689e-06,0.00729601083311688
"5600",77,6,2013,685306,1,8,0.571428571428571,7.42857142857143,1.1673617332987e-05,0.011673617332987
"5601",77,6,2014,685306,1,4,0.571428571428571,3.42857142857143,5.83680866649351e-06,0.00583680866649351
"5602",77,6,2015,685306,1,3,0.571428571428571,2.42857142857143,4.37760649987013e-06,0.00437760649987013
"5603",77,6,2016,685306,1,5,0.571428571428571,4.42857142857143,7.29601083311689e-06,0.00729601083311688
"5604",77,8,2005,146723,1,2,0.579710144927536,1.42028985507246,1.36311280440013e-05,0.0136311280440013
"5605",77,8,2006,146723,1,5,0.579710144927536,4.42028985507246,3.40778201100032e-05,0.0340778201100032
"5606",77,8,2007,146723,1,8,0.579710144927536,7.42028985507246,5.45245121760051e-05,0.0545245121760051
"5607",77,8,2008,146723,1,7,0.579710144927536,6.42028985507246,4.77089481540045e-05,0.0477089481540045
"5608",77,8,2009,146723,1,3,0.579710144927536,2.42028985507246,2.04466920660019e-05,0.0204466920660019
"5609",77,8,2010,146723,1,3,0.579710144927536,2.42028985507246,2.04466920660019e-05,0.0204466920660019
"5610",77,8,2011,146723,1,2,0.579710144927536,1.42028985507246,1.36311280440013e-05,0.0136311280440013
"5611",77,8,2012,146723,1,1,0.579710144927536,0.420289855072464,6.81556402200064e-06,0.00681556402200064
"5612",77,8,2013,146723,1,4,0.579710144927536,3.42028985507246,2.72622560880026e-05,0.0272622560880026
"5613",77,8,2014,146723,1,1,0.579710144927536,0.420289855072464,6.81556402200064e-06,0.00681556402200064
"5614",77,8,2015,146723,1,1,0.579710144927536,0.420289855072464,6.81556402200064e-06,0.00681556402200064
"5615",77,8,2016,146723,1,3,0.579710144927536,2.42028985507246,2.04466920660019e-05,0.0204466920660019
"5616",77,17,2005,60218,0,0,0.5,-0.5,0,0
"5617",77,17,2006,60218,1,1,0.5,0.5,1.6606330333123e-05,0.016606330333123
"5618",77,17,2013,60218,1,1,0.5,0.5,1.6606330333123e-05,0.016606330333123
"5619",77,17,2016,60218,1,1,0.5,0.5,1.6606330333123e-05,0.016606330333123
"5620",77,21,2014,8589,0,0,0,0,0,0
"5621",77,26,2005,250331,1,4,0.534246575342466,3.46575342465753,1.59788440105301e-05,0.0159788440105301
"5622",77,26,2006,250331,1,3,0.534246575342466,2.46575342465753,1.19841330078975e-05,0.0119841330078975
"5623",77,26,2007,250331,1,7,0.534246575342466,6.46575342465753,2.79629770184276e-05,0.0279629770184276
"5624",77,26,2008,250331,1,5,0.534246575342466,4.46575342465753,1.99735550131626e-05,0.0199735550131626
"5625",77,26,2009,250331,1,1,0.534246575342466,0.465753424657534,3.99471100263251e-06,0.00399471100263251
"5626",77,26,2010,250331,1,3,0.534246575342466,2.46575342465753,1.19841330078975e-05,0.0119841330078975
"5627",77,26,2011,250331,1,2,0.534246575342466,1.46575342465753,7.98942200526503e-06,0.00798942200526503
"5628",77,26,2012,250331,1,3,0.534246575342466,2.46575342465753,1.19841330078975e-05,0.0119841330078975
"5629",77,26,2013,250331,1,5,0.534246575342466,4.46575342465753,1.99735550131626e-05,0.0199735550131626
"5630",77,26,2014,250331,1,2,0.534246575342466,1.46575342465753,7.98942200526503e-06,0.00798942200526503
"5631",77,26,2015,250331,1,1,0.534246575342466,0.465753424657534,3.99471100263251e-06,0.00399471100263251
"5632",77,26,2016,250331,1,3,0.534246575342466,2.46575342465753,1.19841330078975e-05,0.0119841330078975
"5633",77,29,2005,275174,1,6,0.490909090909091,5.50909090909091,2.18043855887548e-05,0.0218043855887548
"5634",77,29,2006,275174,1,9,0.490909090909091,8.50909090909091,3.27065783831321e-05,0.0327065783831321
"5635",77,29,2007,275174,1,7,0.490909090909091,6.50909090909091,2.54384498535472e-05,0.0254384498535472
"5636",77,29,2008,275174,1,11,0.490909090909091,10.5090909090909,3.9974706912717e-05,0.039974706912717
"5637",77,29,2009,275174,1,7,0.490909090909091,6.50909090909091,2.54384498535472e-05,0.0254384498535472
"5638",77,29,2010,275174,1,8,0.490909090909091,7.50909090909091,2.90725141183397e-05,0.0290725141183397
"5639",77,29,2011,275174,0,0,0.490909090909091,-0.490909090909091,0,0
"5640",77,29,2012,275174,1,2,0.490909090909091,1.50909090909091,7.26812852958492e-06,0.00726812852958492
"5641",77,29,2013,275174,0,0,0.490909090909091,-0.490909090909091,0,0
"5642",77,29,2014,275174,1,1,0.490909090909091,0.509090909090909,3.63406426479246e-06,0.00363406426479246
"5643",77,29,2015,275174,1,2,0.490909090909091,1.50909090909091,7.26812852958492e-06,0.00726812852958492
"5644",77,29,2016,275174,1,1,0.490909090909091,0.509090909090909,3.63406426479246e-06,0.00363406426479246
"5645",77,30,2014,7027,0,0,0,0,0,0
"5646",77,36,2009,62259,1,2,0.478260869565217,1.52173913043478,3.2123869641337e-05,0.032123869641337
"5647",77,36,2010,62259,1,1,0.478260869565217,0.521739130434783,1.60619348206685e-05,0.0160619348206685
"5648",77,36,2011,62259,1,4,0.478260869565217,3.52173913043478,6.4247739282674e-05,0.064247739282674
"5649",77,36,2012,62259,1,1,0.478260869565217,0.521739130434783,1.60619348206685e-05,0.0160619348206685
"5650",77,36,2013,62259,0,0,0.478260869565217,-0.478260869565217,0,0
"5651",77,36,2014,62259,1,1,0.478260869565217,0.521739130434783,1.60619348206685e-05,0.0160619348206685
"5652",77,36,2015,62259,1,1,0.478260869565217,0.521739130434783,1.60619348206685e-05,0.0160619348206685
"5653",77,36,2016,62259,1,1,0.478260869565217,0.521739130434783,1.60619348206685e-05,0.0160619348206685
"5654",77,37,2007,59916,1,1,0.692307692307692,0.307692307692308,1.66900327124641e-05,0.0166900327124641
"5655",77,37,2008,59916,1,1,0.692307692307692,0.307692307692308,1.66900327124641e-05,0.0166900327124641
"5656",77,37,2010,59916,1,2,0.692307692307692,1.30769230769231,3.33800654249282e-05,0.0333800654249282
"5657",77,37,2011,59916,1,1,0.692307692307692,0.307692307692308,1.66900327124641e-05,0.0166900327124641
"5658",77,37,2013,59916,1,1,0.692307692307692,0.307692307692308,1.66900327124641e-05,0.0166900327124641
"5659",77,37,2014,59916,1,3,0.692307692307692,2.30769230769231,5.00700981373924e-05,0.0500700981373923
"5660",77,37,2015,59916,0,0,0.692307692307692,-0.692307692307692,0,0
"5661",77,38,2015,16321,1,2,1,1,0.00012254151093683,0.12254151093683
"5662",77,39,2006,59626,0,0,0.2,-0.2,0,0
"5663",77,39,2007,59626,1,1,0.2,0.8,1.67712071914936e-05,0.0167712071914936
"5664",77,39,2008,59626,1,1,0.2,0.8,1.67712071914936e-05,0.0167712071914936
"5665",77,39,2012,59626,0,0,0.2,-0.2,0,0
"5666",77,39,2013,59626,0,0,0.2,-0.2,0,0
"5667",77,40,2009,11154,0,0,0.666666666666667,-0.666666666666667,0,0
"5668",77,40,2012,11154,1,2,0.666666666666667,1.33333333333333,0.000179307871615564,0.179307871615564
"5669",77,42,2005,349497,1,1,0.4,0.6,2.86125488916929e-06,0.00286125488916929
"5670",77,42,2006,349497,0,0,0.4,-0.4,0,0
"5671",77,42,2008,349497,1,1,0.4,0.6,2.86125488916929e-06,0.00286125488916929
"5672",77,42,2012,349497,0,0,0.4,-0.4,0,0
"5673",77,42,2014,349497,0,0,0.4,-0.4,0,0
"5674",77,45,2005,119224,1,2,0.689655172413793,1.31034482758621,1.67751459437697e-05,0.0167751459437697
"5675",77,45,2006,119224,1,4,0.689655172413793,3.31034482758621,3.35502918875394e-05,0.0335502918875394
"5676",77,45,2008,119224,1,3,0.689655172413793,2.31034482758621,2.51627189156546e-05,0.0251627189156546
"5677",77,45,2009,119224,1,1,0.689655172413793,0.310344827586207,8.38757297188486e-06,0.00838757297188485
"5678",77,45,2010,119224,1,2,0.689655172413793,1.31034482758621,1.67751459437697e-05,0.0167751459437697
"5679",77,45,2011,119224,1,2,0.689655172413793,1.31034482758621,1.67751459437697e-05,0.0167751459437697
"5680",77,45,2012,119224,1,3,0.689655172413793,2.31034482758621,2.51627189156546e-05,0.0251627189156546
"5681",77,45,2014,119224,1,1,0.689655172413793,0.310344827586207,8.38757297188486e-06,0.00838757297188485
"5682",77,45,2015,119224,1,1,0.689655172413793,0.310344827586207,8.38757297188486e-06,0.00838757297188485
"5683",77,45,2016,119224,1,1,0.689655172413793,0.310344827586207,8.38757297188486e-06,0.00838757297188485
"5684",77,47,2007,27769,1,2,0.857142857142857,1.14285714285714,7.20227591919046e-05,0.0720227591919046
"5685",77,47,2008,27769,1,1,0.857142857142857,0.142857142857143,3.60113795959523e-05,0.0360113795959523
"5686",77,47,2009,27769,1,5,0.857142857142857,4.14285714285714,0.000180056897979762,0.180056897979762
"5687",77,47,2010,27769,1,9,0.857142857142857,8.14285714285714,0.000324102416363571,0.324102416363571
"5688",77,47,2011,27769,0,0,0.857142857142857,-0.857142857142857,0,0
"5689",77,47,2012,27769,1,1,0.857142857142857,0.142857142857143,3.60113795959523e-05,0.0360113795959523
"5690",77,51,2006,15533,1,1,0.5,0.5,6.43790639284105e-05,0.0643790639284105
"5691",77,51,2016,15533,0,0,0.5,-0.5,0,0
"5692",77,53,2006,243231,1,8,0.544117647058823,7.45588235294118,3.28905443796227e-05,0.0328905443796227
"5693",77,53,2007,243231,1,4,0.544117647058823,3.45588235294118,1.64452721898113e-05,0.0164452721898113
"5694",77,53,2008,243231,1,3,0.544117647058823,2.45588235294118,1.23339541423585e-05,0.0123339541423585
"5695",77,53,2009,243231,1,1,0.544117647058823,0.455882352941177,4.11131804745283e-06,0.00411131804745283
"5696",77,53,2010,243231,1,2,0.544117647058823,1.45588235294118,8.22263609490567e-06,0.00822263609490567
"5697",77,53,2011,243231,1,4,0.544117647058823,3.45588235294118,1.64452721898113e-05,0.0164452721898113
"5698",77,53,2012,243231,1,3,0.544117647058823,2.45588235294118,1.23339541423585e-05,0.0123339541423585
"5699",77,53,2013,243231,1,2,0.544117647058823,1.45588235294118,8.22263609490567e-06,0.00822263609490567
"5700",77,53,2014,243231,0,0,0.544117647058823,-0.544117647058823,0,0
"5701",77,53,2015,243231,1,5,0.544117647058823,4.45588235294118,2.05565902372642e-05,0.0205565902372642
"5702",77,53,2016,243231,1,5,0.544117647058823,4.45588235294118,2.05565902372642e-05,0.0205565902372642
"5703",77,54,2006,33520,0,0,0,0,0,0
"5704",79,1,2011,34339,0,0,0,0,0,0
"5705",79,5,2005,14134,1,1,0.333333333333333,0.666666666666667,7.07513796519032e-05,0.0707513796519032
"5706",79,6,2005,269637,1,4,0.523809523809524,3.47619047619048,1.48347593245734e-05,0.0148347593245734
"5707",79,6,2006,269637,1,2,0.523809523809524,1.47619047619048,7.4173796622867e-06,0.0074173796622867
"5708",79,6,2007,269637,1,6,0.523809523809524,5.47619047619048,2.22521389868601e-05,0.0222521389868601
"5709",79,6,2008,269637,1,7,0.523809523809524,6.47619047619048,2.59608288180035e-05,0.0259608288180035
"5710",79,6,2009,269637,1,5,0.523809523809524,4.47619047619048,1.85434491557168e-05,0.0185434491557168
"5711",79,6,2010,269637,1,1,0.523809523809524,0.476190476190476,3.70868983114335e-06,0.00370868983114335
"5712",79,6,2011,269637,1,5,0.523809523809524,4.47619047619048,1.85434491557168e-05,0.0185434491557168
"5713",79,6,2012,269637,0,0,0.523809523809524,-0.523809523809524,0,0
"5714",79,6,2013,269637,1,5,0.523809523809524,4.47619047619048,1.85434491557168e-05,0.0185434491557168
"5715",79,6,2014,269637,1,4,0.523809523809524,3.47619047619048,1.48347593245734e-05,0.0148347593245734
"5716",79,6,2015,269637,1,2,0.523809523809524,1.47619047619048,7.4173796622867e-06,0.0074173796622867
"5717",79,6,2016,269637,1,3,0.523809523809524,2.47619047619048,1.11260694934301e-05,0.0111260694934301
"5718",79,16,2011,12765,0,0,0.666666666666667,-0.666666666666667,0,0
"5719",79,16,2013,12765,1,1,0.666666666666667,0.333333333333333,7.83392087739914e-05,0.0783392087739914
"5720",79,16,2015,12765,1,1,0.666666666666667,0.333333333333333,7.83392087739914e-05,0.0783392087739914
"5721",79,20,2006,34684,1,1,0.4375,0.5625,2.88317379771653e-05,0.0288317379771653
"5722",79,20,2008,34684,1,2,0.4375,1.5625,5.76634759543305e-05,0.0576634759543305
"5723",79,20,2009,34684,1,1,0.4375,0.5625,2.88317379771653e-05,0.0288317379771653
"5724",79,20,2012,34684,1,1,0.4375,0.5625,2.88317379771653e-05,0.0288317379771653
"5725",79,20,2015,34684,1,1,0.4375,0.5625,2.88317379771653e-05,0.0288317379771653
"5726",79,20,2016,34684,1,1,0.4375,0.5625,2.88317379771653e-05,0.0288317379771653
"5727",79,21,2012,16912,1,1,1,0,5.91296121097446e-05,0.0591296121097446
"5728",79,21,2016,16912,1,1,1,0,5.91296121097446e-05,0.0591296121097446
"5729",79,22,2007,131613,1,1,0.25,0.75,7.59803362889684e-06,0.00759803362889684
"5730",79,22,2008,131613,0,0,0.25,-0.25,0,0
"5731",79,26,2006,17153,0,0,0,0,0,0
"5732",79,26,2007,17153,0,0,0,0,0,0
"5733",79,27,2012,27703,0,0,0,0,0,0
"5734",79,36,2005,99710,1,1,0.333333333333333,0.666666666666667,1.00290843445993e-05,0.0100290843445993
"5735",79,36,2006,99710,0,0,0.333333333333333,-0.333333333333333,0,0
"5736",79,36,2012,99710,1,1,0.333333333333333,0.666666666666667,1.00290843445993e-05,0.0100290843445993
"5737",79,36,2013,99710,0,0,0.333333333333333,-0.333333333333333,0,0
"5738",79,38,2008,13937,0,0,0,0,0,0
"5739",79,38,2014,13937,0,0,0,0,0,0
"5740",79,39,2008,33225,0,0,0.4,-0.4,0,0
"5741",79,39,2009,33225,1,1,0.4,0.6,3.00978179082017e-05,0.0300978179082017
"5742",79,39,2013,33225,0,0,0.4,-0.4,0,0
"5743",79,39,2015,33225,1,1,0.4,0.6,3.00978179082017e-05,0.0300978179082017
"5744",79,40,2005,50384,0,0,0.333333333333333,-0.333333333333333,0,0
"5745",79,40,2007,50384,1,1,0.333333333333333,0.666666666666667,1.98475706573515e-05,0.0198475706573515
"5746",79,40,2010,50384,1,1,0.333333333333333,0.666666666666667,1.98475706573515e-05,0.0198475706573515
"5747",79,40,2013,50384,0,0,0.333333333333333,-0.333333333333333,0,0
"5748",79,40,2016,50384,0,0,0.333333333333333,-0.333333333333333,0,0
"5749",79,42,2010,320918,1,1,1,0,3.11606080057834e-06,0.00311606080057834
"5750",79,42,2012,320918,1,2,1,1,6.23212160115668e-06,0.00623212160115668
"5751",79,42,2014,320918,1,1,1,0,3.11606080057834e-06,0.00311606080057834
"5752",79,45,2005,384504,1,6,0.271739130434783,5.72826086956522,1.56045190687223e-05,0.0156045190687223
"5753",79,45,2006,384504,1,3,0.271739130434783,2.72826086956522,7.80225953436115e-06,0.00780225953436115
"5754",79,45,2007,384504,0,0,0.271739130434783,-0.271739130434783,0,0
"5755",79,45,2008,384504,1,4,0.271739130434783,3.72826086956522,1.04030127124815e-05,0.0104030127124815
"5756",79,45,2009,384504,1,3,0.271739130434783,2.72826086956522,7.80225953436115e-06,0.00780225953436115
"5757",79,45,2010,384504,1,2,0.271739130434783,1.72826086956522,5.20150635624077e-06,0.00520150635624077
"5758",79,45,2011,384504,1,3,0.271739130434783,2.72826086956522,7.80225953436115e-06,0.00780225953436115
"5759",79,45,2012,384504,1,1,0.271739130434783,0.728260869565217,2.60075317812038e-06,0.00260075317812038
"5760",79,45,2013,384504,1,1,0.271739130434783,0.728260869565217,2.60075317812038e-06,0.00260075317812038
"5761",79,45,2014,384504,1,1,0.271739130434783,0.728260869565217,2.60075317812038e-06,0.00260075317812038
"5762",79,45,2015,384504,1,1,0.271739130434783,0.728260869565217,2.60075317812038e-06,0.00260075317812038
"5763",79,46,2016,11200,0,0,0,0,0,0
"5764",79,47,2005,32330,0,0,0.166666666666667,-0.166666666666667,0,0
"5765",79,47,2006,32330,0,0,0.166666666666667,-0.166666666666667,0,0
"5766",79,47,2007,32330,1,1,0.166666666666667,0.833333333333333,3.09310238168883e-05,0.0309310238168883
"5767",79,47,2013,32330,0,0,0.166666666666667,-0.166666666666667,0,0
"5768",79,51,2006,18403,1,1,0.454545454545455,0.545454545454545,5.43389664728577e-05,0.0543389664728577
"5769",79,51,2007,18403,1,2,0.454545454545455,1.54545454545455,0.000108677932945715,0.108677932945715
"5770",79,51,2008,18403,1,1,0.454545454545455,0.545454545454545,5.43389664728577e-05,0.0543389664728577
"5771",79,51,2009,18403,0,0,0.454545454545455,-0.454545454545455,0,0
"5772",79,51,2014,18403,1,1,0.454545454545455,0.545454545454545,5.43389664728577e-05,0.0543389664728577
"5773",79,54,2014,55486,0,0,0,0,0,0
"5774",79,55,2005,947735,1,5,0.39922480620155,4.60077519379845,5.27573636090257e-06,0.00527573636090257
"5775",79,55,2006,947735,1,18,0.39922480620155,17.6007751937984,1.89926508992493e-05,0.0189926508992493
"5776",79,55,2007,947735,1,14,0.39922480620155,13.6007751937984,1.47720618105272e-05,0.0147720618105272
"5777",79,55,2008,947735,1,16,0.39922480620155,15.6007751937984,1.68823563548882e-05,0.0168823563548882
"5778",79,55,2009,947735,1,10,0.39922480620155,9.60077519379845,1.05514727218051e-05,0.0105514727218051
"5779",79,55,2010,947735,1,11,0.39922480620155,10.6007751937984,1.16066199939857e-05,0.0116066199939857
"5780",79,55,2011,947735,1,13,0.39922480620155,12.6007751937984,1.37169145383467e-05,0.0137169145383467
"5781",79,55,2012,947735,1,6,0.39922480620155,5.60077519379845,6.33088363308309e-06,0.00633088363308309
"5782",79,55,2013,947735,0,0,0.39922480620155,-0.39922480620155,0,0
"5783",79,55,2014,947735,1,6,0.39922480620155,5.60077519379845,6.33088363308309e-06,0.00633088363308309
"5784",79,55,2015,947735,1,3,0.39922480620155,2.60077519379845,3.16544181654154e-06,0.00316544181654154
"5785",79,55,2016,947735,1,1,0.39922480620155,0.60077519379845,1.05514727218051e-06,0.00105514727218051
"5786",79,NA,2011,NA,1,1,1,0,NA,NA
"5787",79,NA,2016,NA,1,2,1,1,NA,NA
"5788",81,1,2007,140247,1,1,1,0,7.13027729648406e-06,0.00713027729648406
"5789",81,1,2008,140247,1,2,1,1,1.42605545929681e-05,0.0142605545929681
"5790",81,5,2005,13171,0,0,0,0,0,0
"5791",81,6,2005,718451,1,8,0.422857142857143,7.57714285714286,1.11350669704684e-05,0.0111350669704684
"5792",81,6,2006,718451,1,12,0.422857142857143,11.5771428571429,1.67026004557026e-05,0.0167026004557026
"5793",81,6,2007,718451,1,7,0.422857142857143,6.57714285714286,9.74318359915986e-06,0.00974318359915986
"5794",81,6,2008,718451,1,11,0.422857142857143,10.5771428571429,1.53107170843941e-05,0.0153107170843941
"5795",81,6,2009,718451,1,11,0.422857142857143,10.5771428571429,1.53107170843941e-05,0.0153107170843941
"5796",81,6,2010,718451,1,3,0.422857142857143,2.57714285714286,4.17565011392565e-06,0.00417565011392565
"5797",81,6,2011,718451,1,6,0.422857142857143,5.57714285714286,8.35130022785131e-06,0.00835130022785131
"5798",81,6,2012,718451,1,4,0.422857142857143,3.57714285714286,5.56753348523421e-06,0.00556753348523421
"5799",81,6,2013,718451,1,1,0.422857142857143,0.577142857142857,1.39188337130855e-06,0.00139188337130855
"5800",81,6,2014,718451,1,5,0.422857142857143,4.57714285714286,6.95941685654276e-06,0.00695941685654276
"5801",81,6,2015,718451,1,4,0.422857142857143,3.57714285714286,5.56753348523421e-06,0.00556753348523421
"5802",81,6,2016,718451,1,2,0.422857142857143,1.57714285714286,2.7837667426171e-06,0.0027837667426171
"5803",81,8,2005,13795,0,0,0.545454545454545,-0.545454545454545,0,0
"5804",81,8,2006,13795,1,1,0.545454545454545,0.454545454545455,7.24900326205147e-05,0.0724900326205147
"5805",81,8,2007,13795,1,3,0.545454545454545,2.45454545454545,0.000217470097861544,0.217470097861544
"5806",81,8,2008,13795,1,1,0.545454545454545,0.454545454545455,7.24900326205147e-05,0.0724900326205147
"5807",81,8,2009,13795,1,2,0.545454545454545,1.45454545454545,0.000144980065241029,0.144980065241029
"5808",81,8,2011,13795,1,3,0.545454545454545,2.45454545454545,0.000217470097861544,0.217470097861544
"5809",81,8,2012,13795,1,2,0.545454545454545,1.45454545454545,0.000144980065241029,0.144980065241029
"5810",81,8,2015,13795,0,0,0.545454545454545,-0.545454545454545,0,0
"5811",81,12,2006,322833,1,1,0.444444444444444,0.555555555555556,3.0975767656962e-06,0.0030975767656962
"5812",81,12,2007,322833,0,0,0.444444444444444,-0.444444444444444,0,0
"5813",81,12,2008,322833,1,1,0.444444444444444,0.555555555555556,3.0975767656962e-06,0.0030975767656962
"5814",81,12,2009,322833,1,1,0.444444444444444,0.555555555555556,3.0975767656962e-06,0.0030975767656962
"5815",81,12,2013,322833,0,0,0.444444444444444,-0.444444444444444,0,0
"5816",81,12,2014,322833,1,1,0.444444444444444,0.555555555555556,3.0975767656962e-06,0.0030975767656962
"5817",81,16,2011,10170,0,0,0,0,0,0
"5818",81,16,2014,10170,0,0,0,0,0,0
"5819",81,18,2005,139654,1,1,0.846153846153846,0.153846153846154,7.16055394045283e-06,0.00716055394045283
"5820",81,18,2007,139654,1,1,0.846153846153846,0.153846153846154,7.16055394045283e-06,0.00716055394045283
